iteration,loss,mean_rel_error,max_residual
1,71.53858947753906,1.5652486376153716,56.358734130859375
100,2.6215789318084717,0.9111259600871364,6.879118919372559
200,0.8256143927574158,0.8377162648020372,5.526584625244141
300,0.596839189529419,0.8682731531118151,5.996448993682861
400,0.47692370414733887,0.7760013723873003,8.421036720275879
500,0.3958410322666168,0.7026231810355945,9.834299087524414
600,0.3404703140258789,0.6957821116469041,6.476820945739746
700,0.7493012547492981,0.7130617554840621,2.371044874191284
800,0.46109893918037415,0.6556457346720075,2.110231399536133
900,0.3624461889266968,0.6466765169016709,2.009413719177246
1000,0.29705458879470825,0.6514883819466617,2.444908380508423
1100,0.24220934510231018,0.619202574476282,2.2941043376922607
1200,0.20614396035671234,0.5876644510538932,2.0542030334472656
1300,0.3230598568916321,0.61378550678092,1.932652473449707
1400,0.20211096107959747,0.5702287477294544,4.330255508422852
1500,0.16482335329055786,0.48927803255191926,4.017678260803223
1600,0.12018606066703796,0.37407894483861376,5.067534446716309
1700,0.0831754207611084,0.25927946834020343,6.235867023468018
1800,0.05566563829779625,0.19747666613600762,3.178398609161377
1900,0.29792606830596924,0.3867994073939694,4.708631992340088
2000,0.08896030485630035,0.2687604972455183,2.1394293308258057
2100,0.057559799402952194,0.19427016769183025,1.5190060138702393
2200,0.04082435369491577,0.14107820443734112,1.285133957862854
2300,0.02961692586541176,0.12075076696426362,0.8370172381401062
2400,0.022735880687832832,0.09509575859444984,0.7874019145965576
2500,0.3343513011932373,0.5268559260896055,3.512248992919922
2600,0.060009442269802094,0.1976962417366459,2.0345098972320557
2700,0.03354217857122421,0.11445876019313886,1.6259164810180664
2800,0.02426000125706196,0.09421718009275026,1.2716574668884277
2900,0.01944250799715519,0.08682521686158978,0.8807362914085388
3000,0.015137629583477974,0.08012002480510341,0.7041387557983398
3100,0.1073017343878746,0.25200893748785447,1.8816044330596924
3200,0.025796309113502502,0.10194677540281982,0.8932362794876099
3300,0.017311997711658478,0.0837703018813068,0.5943137407302856
3400,0.013415893539786339,0.08048969429062149,0.3888299763202667
3500,0.010707874782383442,0.07964397163978423,0.3964043855667114
3600,0.00851924903690815,0.07242674045354136,0.40357428789138794
3700,0.20575901865959167,0.37853195324250183,4.295462608337402
3800,0.02411739155650139,0.13204525842459444,1.0020661354064941
3900,0.012097900733351707,0.0781576851664123,0.6531016230583191
4000,0.009040135890245438,0.07123033745556166,0.7166816592216492
4100,0.007769289892166853,0.06995039415189976,0.6949124932289124
4200,0.006703018676489592,0.07212700787316942,0.5579761266708374
4300,0.31219637393951416,0.498854895799243,4.3707804679870605
4400,0.043296512216329575,0.1646495554794081,1.1745054721832275
4500,0.020998816937208176,0.09978057595533238,0.9006894826889038
4600,0.014353069476783276,0.07773538204232468,0.6645052433013916
4700,0.011193194426596165,0.08089789558937271,0.5594370365142822
4800,0.00900788139551878,0.07554805603688253,0.4728575050830841
4900,0.20619751513004303,0.3597833606484643,2.8339462280273438
5000,0.02692377008497715,0.11886641837305417,0.9352816939353943
5100,0.014546399004757404,0.07870958103693303,1.4485399723052979
5200,0.01082916185259819,0.07982488478724734,1.1924970149993896
5300,0.008591890335083008,0.07605924564635172,0.8456470370292664
5400,0.00715375691652298,0.07485610778405993,0.8292975425720215
5500,0.11879973858594894,0.2969146056066013,2.417435646057129
5600,0.0136658800765872,0.08438443499373284,0.8149119019508362
5700,0.00821804627776146,0.07713463482610236,0.50130695104599
5800,0.006478987634181976,0.074737485992624,0.3637138307094574
5900,0.005537600722163916,0.07303366354099244,0.3885387182235718
6000,0.00469901692122221,0.0737743025906081,0.3509107828140259
